ad_id,total_clicks,unique_ips,unique_devices,unique_publishers,fraud_clicks,fraud_rate,attributed_clicks,conversion_rate,synthetic_clicks,synthetic_rate,ip_concentration,device_concentration,os_variety,os_diversity,unique_timestamps,timestamp_concentration,unique_ip_device_pairs,ip_device_ratio,publishers_per_click,is_ad_fraud
60,143,133,1,1,0,0.0,6,0.04195804195804196,0,0.0,0.02097902097902098,1.0,32,0.22377622377622378,131,0.08391608391608396,133,1.0,0.006993006993006993,0
61,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
610,1,1,1,1,1,1.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,1
64,12822,8626,3,1,655,0.051084074247387305,4,0.00031196381219778506,0,0.0,0.0045234752768678835,0.9824520355638746,60,0.004679457182966776,1366,0.8934643581344563,8751,1.0144910734987247,7.799095304944626e-05,0
645,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
65,176,111,3,7,4,0.022727272727272728,0,0.0,0,0.0,0.05113636363636364,0.5511363636363636,13,0.07386363636363637,160,0.09090909090909094,112,1.009009009009009,0.03977272727272727,0
66,68,45,2,1,2,0.029411764705882353,8,0.11764705882352941,0,0.0,0.08823529411764706,0.9852941176470589,15,0.22058823529411764,62,0.08823529411764708,45,1.0,0.014705882352941176,0
68,28,27,1,1,1,0.03571428571428571,0,0.0,0,0.0,0.07142857142857142,1.0,1,0.03571428571428571,28,0.0,27,1.0,0.03571428571428571,0
69,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
71,2,2,1,1,0,0.0,2,1.0,0,0.0,0.5,1.0,2,1.0,2,0.0,2,1.0,0.5,0
72,85,77,2,1,2,0.023529411764705882,42,0.49411764705882355,0,0.0,0.023529411764705882,0.9529411764705882,21,0.24705882352941178,82,0.03529411764705881,77,1.0,0.011764705882352941,0
73,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
74,80,79,2,1,0,0.0,0,0.0,0,0.0,0.025,0.9875,18,0.225,77,0.03749999999999998,79,1.0,0.0125,0
75,13,12,1,1,2,0.15384615384615385,0,0.0,0,0.0,0.15384615384615385,1.0,1,0.07692307692307693,13,0.0,12,1.0,0.07692307692307693,0
76,2,2,1,1,0,0.0,0,0.0,0,0.0,0.5,1.0,1,0.5,2,0.0,2,1.0,0.5,0
78,30,30,6,1,0,0.0,6,0.2,0,0.0,0.03333333333333333,0.8,2,0.06666666666666667,30,0.0,30,1.0,0.03333333333333333,0
79,36,32,1,1,0,0.0,11,0.3055555555555556,0,0.0,0.08333333333333333,1.0,13,0.3611111111111111,35,0.02777777777777779,32,1.0,0.027777777777777776,0
8,48917,7777,3,3,2385,0.048756056176789256,63,0.0012878958235378293,0,0.0,0.007461618660179488,0.976817875176319,64,0.0013083386143876363,1312,0.9731790584050535,8072,1.037932364665038,6.132837254942045e-05,0
80,203,169,2,1,7,0.034482758620689655,0,0.0,0,0.0,0.024630541871921183,0.9802955665024631,4,0.019704433497536946,169,0.16748768472906406,169,1.0,0.0049261083743842365,0
81,4,4,2,1,1,0.25,0,0.0,0,0.0,0.25,0.75,2,0.5,4,0.0,4,1.0,0.25,0
82,269,258,2,3,1,0.0037174721189591076,0,0.0,0,0.0,0.011152416356877323,0.9925650557620818,46,0.17100371747211895,238,0.11524163568773238,258,1.0,0.011152416356877323,0
83,74,67,48,2,3,0.04054054054054054,3,0.04054054054054054,0,0.0,0.04054054054054054,0.22972972972972974,7,0.0945945945945946,68,0.08108108108108103,67,1.0,0.02702702702702703,0
84,68,40,20,1,0,0.0,19,0.27941176470588236,0,0.0,0.1323529411764706,0.6029411764705882,6,0.08823529411764706,65,0.044117647058823484,41,1.025,0.014705882352941176,0
85,138,122,2,1,13,0.09420289855072464,0,0.0,0,0.0,0.021739130434782608,0.9565217391304348,7,0.050724637681159424,132,0.04347826086956519,123,1.0081967213114753,0.007246376811594203,0
86,27,26,1,1,0,0.0,1,0.037037037037037035,0,0.0,0.07407407407407407,1.0,8,0.2962962962962963,27,0.0,26,1.0,0.037037037037037035,0
87,2,2,1,2,0,0.0,0,0.0,0,0.0,0.5,1.0,2,1.0,2,0.0,2,1.0,1.0,0
88,152,126,2,1,16,0.10526315789473684,0,0.0,0,0.0,0.02631578947368421,0.881578947368421,10,0.06578947368421052,136,0.10526315789473684,128,1.0158730158730158,0.006578947368421052,0
89,12,10,1,1,0,0.0,0,0.0,0,0.0,0.16666666666666666,1.0,1,0.08333333333333333,12,0.0,10,1.0,0.08333333333333333,0
9,112038,22771,4,28,6143,0.054829611381852585,95,0.0008479265963333869,0,0.0,0.0076224138238811835,0.9348167585997608,89,0.0007943733376175941,1312,0.9882896874274799,24570,1.0790039963110976,0.0002499152073403667,0
90,1,1,1,1,0,0.0,0,0.0,0,0.0,1.0,1.0,1,1.0,1,0.0,1,1.0,1.0,0
93,5,5,1,1,0,0.0,0,0.0,0,0.0,0.2,1.0,4,0.8,5,0.0,5,1.0,0.2,0
94,18,8,1,1,9,0.5,0,0.0,0,0.0,0.5,1.0,7,0.3888888888888889,17,0.05555555555555558,8,1.0,0.05555555555555555,1
95,20,19,2,1,1,0.05,0,0.0,0,0.0,0.1,0.95,2,0.1,20,0.0,19,1.0,0.05,0
96,10,9,6,3,0,0.0,6,0.6,0,0.0,0.2,0.5,4,0.4,10,0.0,9,1.0,0.3,0
98,3,3,1,2,0,0.0,0,0.0,0,0.0,0.3333333333333333,1.0,1,0.3333333333333333,3,0.0,3,1.0,0.6666666666666666,0
99,22,22,2,1,1,0.045454545454545456,0,0.0,0,0.0,0.045454545454545456,0.8636363636363636,4,0.18181818181818182,22,0.0,22,1.0,0.045454545454545456,0
